group1,group1_value,group2,group2_value,total,count_n0,count_n1,count_n2,count_n3,count_n4,count_n5plus,count_median,count_p10,count_p25,count_p75,count_p90,days_since_n12m,days_since_n24m,days_since_median,days_since_p10,days_since_p25,days_since_p75,days_since_p90,count_pct0,count_pct1,count_pct2,count_pct3,count_pct4,count_pct5plus,days_since_pct12m,days_since_pct24m
immunosuppressed_asplenia,FALSE,region,South East,220,10,10,20,20,20,140,6,1,3,10,13,120,150,291.5,216.7,243.75,348.25,378.6,4.5,4.5,9.1,9.1,9.1,63.6,54.5,68.2
immunosuppressed_asplenia,FALSE,region,South West,210,20,20,10,10,20,140,7,1,3,11,13,120,140,292.5,215,239.25,342,370.8,9.5,9.5,4.8,4.8,9.5,66.7,57.1,66.7
immunosuppressed_asplenia,TRUE,region,North East and Yorkshire,210,10,20,20,20,10,140,6,1,3,11,13,140,150,303,220,256,344.25,369.8,4.8,9.5,9.5,9.5,4.8,66.7,66.7,71.4
immunosuppressed_asplenia,TRUE,region,North West,90,10,0,0,10,10,60,7.5,1,3,11,13,60,70,302,233.2,251,347.5,378.2,11.1,0,0,11.1,11.1,66.7,66.7,77.8
immunosuppressed_asplenia,TRUE,region,Midlands,40,0,0,0,0,0,30,6,1.1000000000000005,3,10,12.899999999999999,30,30,283,222,247,323.75,355.1,0,0,0,0,0,75,75,75
immunosuppressed_asplenia,TRUE,region,East of England,20,0,10,0,0,0,10,3,1,1,8.75,11,20,20,313.5,270.9,291.25,341.25,358.3,0,50,0,0,0,50,100,100
immunosuppressed_asplenia,TRUE,region,London,20,0,0,0,0,0,10,5,1,2,7,11,10,20,291,225,257.5,337.75,372.5,0,0,0,0,0,50,50,100
immunosuppressed_asplenia,TRUE,region,South East,30,0,0,0,0,0,20,8,3,5.25,12,13.5,20,20,316,227.8,253,334.25,348.9,0,0,0,0,0,66.7,66.7,66.7
immunosuppressed_asplenia,TRUE,region,South West,10,0,0,0,0,0,10,9,2,4,10,10.2,0,0,288,212.6,221,319,346.6,0,0,0,0,0,100,0,0
immunosuppressed_asplenia,FALSE,imd_quintile,1 (most deprived),860,50,60,50,60,40,590,7,1,3,11,13,510,610,296,219,251,346,380,5.8,7,5.8,7,4.7,68.6,59.3,70.9
immunosuppressed_asplenia,FALSE,imd_quintile,2,890,60,70,60,60,60,580,7,1,3,11,13,520,620,297,215,248.5,347.5,374.2,6.7,7.9,6.7,6.7,6.7,65.2,58.4,69.7
immunosuppressed_asplenia,FALSE,imd_quintile,3,880,60,70,60,60,60,560,7,1,3,11,13,520,640,304,223,253,354,383,6.8,8,6.8,6.8,6.8,63.6,59.1,72.7
immunosuppressed_asplenia,FALSE,imd_quintile,4,840,70,50,60,50,50,550,7,1,3,11,13,490,600,296,219,243,349,378,8.3,6,7.1,6,6,65.5,58.3,71.4
immunosuppressed_asplenia,FALSE,imd_quintile,5 (least deprived),810,50,60,40,50,60,540,7,1,3,11,13,460,580,303,218.7,249.25,354,383,6.2,7.4,4.9,6.2,7.4,66.7,56.8,71.6
immunosuppressed_asplenia,FALSE,imd_quintile,(Missing),230,20,20,20,20,10,150,7,1,3,11,13,130,160,289,218.5,244.75,338.25,382,8.7,8.7,8.7,8.7,4.3,65.2,56.5,69.6
immunosuppressed_asplenia,TRUE,imd_quintile,1 (most deprived),80,0,10,0,10,0,50,7,1,3,10.75,13,50,60,291,222,241,342,366,0,12.5,0,12.5,0,62.5,62.5,75
immunosuppressed_asplenia,TRUE,imd_quintile,2,90,0,10,10,10,10,60,6,1,3,10,13,60,70,313,240.6,269.5,348,367.8,0,11.1,11.1,11.1,11.1,66.7,66.7,77.8
immunosuppressed_asplenia,TRUE,imd_quintile,3,80,0,0,0,10,10,50,7,1,3,11,13,60,60,299.5,223.2,263,333,352.7,0,0,0,12.5,12.5,62.5,75,75
immunosuppressed_asplenia,TRUE,imd_quintile,4,70,0,0,10,0,10,50,7,2,3,12,13,40,50,294,224.6,253,339,375.6,0,0,14.3,0,14.3,71.4,57.1,71.4
immunosuppressed_asplenia,TRUE,imd_quintile,5 (least deprived),60,10,0,0,0,0,40,7,0,3,9,12,40,50,319,226.6,277.5,351,382.4,16.7,0,0,0,0,66.7,66.7,83.3
immunosuppressed_asplenia,TRUE,imd_quintile,(Missing),30,0,0,0,0,0,20,6,1,2,9.25,12.800000000000004,20,20,263,209.6,236.25,323.25,337.6,0,0,0,0,0,66.7,66.7,66.7
immunosuppressed_asplenia,FALSE,carehome_status,FALSE,3740,250,280,260,260,240,2460,7,1,3,11,13,2190,2660,300,219,249,350,380,6.7,7.5,7,7,6.4,65.8,58.6,71.1
immunosuppressed_asplenia,FALSE,carehome_status,TRUE,770,60,50,40,40,60,530,7,1,4,11,13,450,540,293,219,247,349,381.8,7.8,6.5,5.2,5.2,7.8,68.8,58.4,70.1
immunosuppressed_asplenia,TRUE,carehome_status,FALSE,380,20,30,30,30,20,240,6,1,3,11,13,260,290,301.5,221.7,254.75,340.25,368.6,5.3,7.9,7.9,7.9,5.3,63.2,68.4,76.3
immunosuppressed_asplenia,TRUE,carehome_status,TRUE,40,0,0,0,0,0,20,7,2,4,9.5,12,20,20,303.5,232.2,250.5,359,367.8,0,0,0,0,0,50,50,50
immunosuppressed_asplenia,FALSE,primis_atrisk,FALSE,2960,220,220,190,200,190,1950,7,1,3,11,13,1770,2130,298,219,247,350,379,7.4,7.4,6.4,6.8,6.4,65.9,59.8,72
immunosuppressed_asplenia,FALSE,primis_atrisk,TRUE,1550,90,110,110,100,100,1040,7,1,3,11,13,870,1070,302,219,253,352,382.2,5.8,7.1,7.1,6.5,6.5,67.1,56.1,69
immunosuppressed_asplenia,TRUE,primis_atrisk,TRUE,420,30,30,30,40,30,260,7,1,3,11,13,280,310,301.5,222,254,341.75,368.2,7.1,7.1,7.1,9.5,7.1,61.9,66.7,73.8
immunosuppressed_asplenia,FALSE,crd,FALSE,4310,300,310,280,290,280,2850,7,1,3,11,13,2530,3060,299,219,248.5,350,380,7,7.2,6.5,6.7,6.5,66.1,58.7,71
immunosuppressed_asplenia,FALSE,crd,TRUE,200,0,10,10,10,20,140,7,2,4,11,13,110,140,309,226,253.5,358.5,382.2,0,5,5,5,10,70,55,70
immunosuppressed_asplenia,TRUE,crd,FALSE,410,30,30,30,30,30,260,6,1,3,11,13,270,300,302,223.2,254,342,369.4,7.3,7.3,7.3,7.3,7.3,63.4,65.9,73.2
immunosuppressed_asplenia,TRUE,crd,TRUE,10,0,0,0,0,0,10,9,2.6999999999999997,4,12.5,14,10,10,276,235,256.25,320.5,346,0,0,0,0,0,100,100,100
immunosuppressed_asplenia,FALSE,chd,FALSE,4320,300,310,280,290,280,2860,7,1,3,11,13,2530,3070,299,219,249,350,380,6.9,7.2,6.5,6.7,6.5,66.2,58.6,71.1
immunosuppressed_asplenia,FALSE,chd,TRUE,180,10,20,20,10,10,120,7,1,3,11,13,100,130,295,211,244.75,343.25,388.9,5.6,11.1,11.1,5.6,5.6,66.7,55.6,72.2
immunosuppressed_asplenia,TRUE,chd,FALSE,410,30,30,30,40,30,260,7,1,3,11,13,270,300,299,222,253,339.5,366.4,7.3,7.3,7.3,9.8,7.3,63.4,65.9,73.2
immunosuppressed_asplenia,TRUE,chd,TRUE,10,0,0,0,0,0,10,6,1.2000000000000002,2,8,12.600000000000001,10,10,349,252,324,369.5,381,0,0,0,0,0,100,100,100
immunosuppressed_asplenia,FALSE,ckd,FALSE,4330,300,320,280,300,280,2860,7,1,3,11,13,2530,3080,298,219,248,350,380,6.9,7.4,6.5,6.9,6.5,66.1,58.4,71.1
immunosuppressed_asplenia,FALSE,ckd,TRUE,180,10,10,20,10,10,120,8,1,4,11,13,110,130,314,222.2,265,349.5,371.4,5.6,5.6,11.1,5.6,5.6,66.7,61.1,72.2
immunosuppressed_asplenia,TRUE,ckd,FALSE,420,30,30,30,40,30,260,7,1,3,11,13,270,300,301,222,252,341,368,7.1,7.1,7.1,9.5,7.1,61.9,64.3,71.4
immunosuppressed_asplenia,TRUE,ckd,TRUE,0,0,0,0,0,0,0,8,1.9999999999999996,5,9,9,0,0,318,287,293,349,374.2,NA,NA,NA,NA,NA,NA,NA,NA
immunosuppressed_asplenia,FALSE,cld,FALSE,4310,300,320,280,290,280,2840,7,1,3,11,13,2520,3060,299,219,248,350,380,7,7.4,6.5,6.7,6.5,65.9,58.5,71
immunosuppressed_asplenia,FALSE,cld,TRUE,200,10,10,10,10,20,140,8,1,4,12,13,110,140,306,223.2,255,350,383.8,5,5,5,5,10,70,55,70
immunosuppressed_asplenia,TRUE,cld,FALSE,420,30,30,30,40,30,260,7,1,3,11,13,270,310,302,222,254.25,342,369,7.1,7.1,7.1,9.5,7.1,61.9,64.3,73.8
immunosuppressed_asplenia,TRUE,cld,TRUE,0,0,0,0,0,0,0,6.5,2.9000000000000004,4.25,8.25,8.7,0,0,271.5,247.2,249,303.5,322.4,NA,NA,NA,NA,NA,NA,NA,NA
immunosuppressed_asplenia,FALSE,cns_learndis,FALSE,4150,290,300,260,280,260,2750,7,1,3,11,13,2430,2950,299,218,248,350,380.2,7,7.2,6.3,6.7,6.3,66.3,58.6,71.1
immunosuppressed_asplenia,FALSE,cns_learndis,TRUE,360,20,30,30,20,30,230,6,1,3,10,13,200,250,296,228.2,253,356,378.8,5.6,8.3,8.3,5.6,8.3,63.9,55.6,69.4
immunosuppressed_asplenia,TRUE,cns_learndis,FALSE,400,30,30,30,30,30,260,7,1,3,11,13,260,300,300.5,224,254,341.25,367,7.5,7.5,7.5,7.5,7.5,65,65,75
immunosuppressed_asplenia,TRUE,cns_learndis,TRUE,20,0,0,0,0,0,10,3,1,2,7,10.4,10,10,308,217.2,256.75,344.75,386.5,0,0,0,0,0,50,50,50
immunosuppressed_asplenia,FALSE,diabetes,FALSE,4320,300,310,280,290,280,2850,7,1,3,11,13,2530,3080,299,219,248.25,350,380,6.9,7.2,6.5,6.7,6.5,66,58.6,71.3
immunosuppressed_asplenia,FALSE,diabetes,TRUE,190,10,20,10,20,10,130,7,1,3,10,13,100,120,303,220.9,259.5,350,381.7,5.3,10.5,5.3,10.5,5.3,68.4,52.6,63.2
immunosuppressed_asplenia,TRUE,diabetes,FALSE,410,30,30,30,40,30,260,7,1,3,11,13,270,300,300,222,254,341,367.2,7.3,7.3,7.3,9.8,7.3,63.4,65.9,73.2
immunosuppressed_asplenia,TRUE,diabetes,TRUE,10,0,0,0,0,0,0,5,2.1000000000000005,3.75,8.5,10.899999999999999,0,0,355,281.6,329,368,370.4,0,0,0,0,0,0,0,0
immunosuppressed_asplenia,FALSE,severe_obesity,FALSE,4320,290,310,280,290,280,2870,7,1,3,11,13,2530,3070,299,219,249,350,380,6.7,7.2,6.5,6.7,6.5,66.4,58.6,71.1
immunosuppressed_asplenia,FALSE,severe_obesity,TRUE,180,20,20,20,10,10,110,7,1,2,11,13,100,130,297,212.6,245,348,385,11.1,11.1,11.1,5.6,5.6,61.1,55.6,72.2
immunosuppressed_asplenia,TRUE,severe_obesity,FALSE,410,30,30,30,40,30,260,7,1,3,11,13,270,300,301.5,226.3,254,341.25,367.4,7.3,7.3,7.3,9.8,7.3,63.4,65.9,73.2
immunosuppressed_asplenia,TRUE,severe_obesity,TRUE,10,0,0,0,0,0,10,6.5,1.4000000000000004,5,10,10.6,0,10,284,213.5,231,363.25,384,0,0,0,0,0,100,0,100
immunosuppressed_asplenia,FALSE,smi,FALSE,4320,300,320,290,290,280,2860,7,1,3,11,13,2540,3080,298,219,248,350,380,6.9,7.4,6.7,6.7,6.5,66.2,58.8,71.3
immunosuppressed_asplenia,FALSE,smi,TRUE,190,10,10,10,20,10,130,6,1,3,10,13,100,130,306.5,222.5,255,361.5,384.5,5.3,5.3,5.3,10.5,5.3,68.4,52.6,68.4
immunosuppressed_asplenia,TRUE,smi,FALSE,410,20,30,30,30,30,260,7,1,3,11,13,270,300,301,222,254,340,368,4.9,7.3,7.3,7.3,7.3,63.4,65.9,73.2
immunosuppressed_asplenia,TRUE,smi,TRUE,10,0,0,0,0,0,0,1,0,0.5,4,6,10,10,341,249.8,278,350,388.6,0,0,0,0,0,0,100,100
immunosuppressed_asplenia,FALSE,rrt_cat,1 dialysis,40,0,0,0,0,0,30,9,1,5.5,11,13,30,30,275.5,217.8,233.5,318,344.1,0,0,0,0,0,75,75,75
immunosuppressed_asplenia,FALSE,rrt_cat,2 transplant,40,0,0,0,0,0,20,6,2.4000000000000004,4,9.5,12,20,20,286,218,245.5,322,366.2,0,0,0,0,0,50,50,50
immunosuppressed_asplenia,FALSE,rrt_cat,0 no RRT,4430,310,320,290,300,280,2930,7,1,3,11,13,2590,3150,299,219,249,351,380,7,7.2,6.5,6.8,6.3,66.1,58.5,71.1
immunosuppressed_asplenia,TRUE,rrt_cat,1 dialysis,0,0,0,0,0,0,0,3,1.4,2,8,11,0,0,313,252.2,275,326.5,334.6,NA,NA,NA,NA,NA,NA,NA,NA
immunosuppressed_asplenia,TRUE,rrt_cat,2 transplant,0,0,0,0,0,0,0,6.5,3.9,5.25,7.25,7.7,0,0,303,282.2,290,319,328.6,NA,NA,NA,NA,NA,NA,NA,NA
immunosuppressed_asplenia,TRUE,rrt_cat,0 no RRT,410,30,30,30,30,30,260,7,1,3,11,13,270,300,300.5,222,253.5,342.5,369.4,7.3,7.3,7.3,7.3,7.3,63.4,65.9,73.2
immunosuppressed_asplenia,FALSE,copd,FALSE,4420,300,320,290,300,280,2920,7,1,3,11,13,2570,3130,299,219,249,350,380,6.8,7.2,6.6,6.8,6.3,66.1,58.1,70.8
immunosuppressed_asplenia,FALSE,copd,TRUE,90,0,10,0,0,10,60,8,1,4,12,13.900000000000006,60,70,291,216,246,349,369,0,11.1,0,0,11.1,66.7,66.7,77.8
immunosuppressed_asplenia,TRUE,copd,FALSE,420,30,30,30,40,30,260,6,1,3,11,13,270,310,300.5,222,253.5,342,368.6,7.1,7.1,7.1,9.5,7.1,61.9,64.3,73.8
immunosuppressed_asplenia,TRUE,copd,TRUE,0,0,0,0,0,0,0,9,5,8,10,10.6,0,0,310.5,304.5,306.75,314.25,316.5,NA,NA,NA,NA,NA,NA,NA,NA
immunosuppressed_asplenia,FALSE,down_sydrome,FALSE,4430,300,320,290,300,290,2930,7,1,3,11,13,2590,3150,299,218.5,248,350,380,6.8,7.2,6.5,6.8,6.5,66.1,58.5,71.1
immunosuppressed_asplenia,FALSE,down_sydrome,TRUE,80,10,10,10,0,10,50,7,1,3,10,13,50,60,312.5,235.5,265.25,347.5,378,12.5,12.5,12.5,0,12.5,62.5,62.5,75
immunosuppressed_asplenia,TRUE,down_sydrome,FALSE,420,30,30,30,40,30,260,7,1,3,11,13,270,310,302,222,253,341.5,368.8,7.1,7.1,7.1,9.5,7.1,61.9,64.3,73.8
immunosuppressed_asplenia,TRUE,down_sydrome,TRUE,0,0,0,0,0,0,0,4.5,1.6,2.5,6.75,8.100000000000001,0,0,281,263.4,270,320,343.4,NA,NA,NA,NA,NA,NA,NA,NA
immunosuppressed_asplenia,FALSE,sickle_cell,FALSE,4420,300,320,290,300,290,2920,7,1,3,11,13,2580,3140,299,219,249,350,380,6.8,7.2,6.6,6.8,6.6,66.1,58.4,71
immunosuppressed_asplenia,FALSE,sickle_cell,TRUE,90,10,10,10,10,10,60,7,1,3,11,13,50,70,300,218.4,252.5,347.5,379,11.1,11.1,11.1,11.1,11.1,66.7,55.6,77.8
immunosuppressed_asplenia,TRUE,sickle_cell,FALSE,410,30,30,30,30,30,260,7,1,3,11,13,270,300,300,226,254,341,368,7.3,7.3,7.3,7.3,7.3,63.4,65.9,73.2
immunosuppressed_asplenia,TRUE,sickle_cell,TRUE,10,0,0,0,0,0,10,8,3,3.5,12,14,10,10,315,217.2,233,353,372,0,0,0,0,0,100,100,100
severe_obesity,FALSE,all,All,4740,320,340,310,330,310,3130,7,1,3,11,13,2800,3380,299,220,250,350,379,6.8,7.2,6.5,7,6.5,66,59.1,71.3
severe_obesity,TRUE,all,All,190,20,20,20,10,10,120,7,1,2,11,13,110,140,297,211.8,244.5,348.5,385,10.5,10.5,10.5,5.3,5.3,63.2,57.9,73.7
severe_obesity,FALSE,sex,Female,2460,150,190,160,170,160,1640,7,1,3,11,13,1480,1760,296,219,250,348,376,6.1,7.7,6.5,6.9,6.5,66.7,60.2,71.5
severe_obesity,FALSE,sex,Male,2270,170,150,150,160,160,1490,7,1,3,11,13,1320,1620,302,220,249,351,381,7.5,6.6,6.6,7,7,65.6,58.1,71.4
severe_obesity,TRUE,sex,Female,100,10,10,0,10,0,60,6,0,2,10,13,50,60,290,215.2,245.5,339.5,383.8,10,10,0,10,0,60,50,60
severe_obesity,TRUE,sex,Male,100,10,10,10,0,0,60,7,1,2.5,11,13,60,70,310.5,211,242,354.5,385,10,10,10,0,0,60,60,70
severe_obesity,FALSE,ageband4,16-49,450,30,30,30,30,30,300,7,1,3,11,13,270,310,301,219,253.25,349,372,6.7,6.7,6.7,6.7,6.7,66.7,60,68.9
severe_obesity,FALSE,ageband4,50-64,720,40,50,50,50,60,480,7,1,3,10,13,420,510,311,225.1,256,352,380.9,5.6,6.9,6.9,6.9,8.3,66.7,58.3,70.8
severe_obesity,FALSE,ageband4,65-74,2160,150,150,160,140,140,1420,7,1,3,11,13,1280,1560,299,219,248,352,380,6.9,6.9,7.4,6.5,6.5,65.7,59.3,72.2
severe_obesity,FALSE,ageband4,75-104,1400,100,110,70,110,90,930,7,1,3,11,13,840,990,294,218,247,345,379,7.1,7.9,5,7.9,6.4,66.4,60,70.7
severe_obesity,TRUE,ageband4,16-49,40,0,0,0,0,0,30,8,1.5999999999999996,4,11,14,20,20,299,215.8,241.5,353,389.9,0,0,0,0,0,75,50,50
severe_obesity,TRUE,ageband4,50-64,60,10,10,0,0,0,40,6,0.3000000000000007,2,10,13,30,40,313,220.6,259.5,362.75,385,16.7,16.7,0,0,0,66.7,50,66.7
severe_obesity,TRUE,ageband4,65-74,60,10,0,10,0,0,40,6,0,2,11,13.200000000000003,40,40,271,211.4,238,323,366.8,16.7,0,16.7,0,0,66.7,66.7,66.7
severe_obesity,TRUE,ageband4,75-104,30,0,10,0,0,0,20,6.5,1,1,9.25,11.900000000000002,20,30,315,214,241.5,349,377.5,0,33.3,0,0,0,66.7,66.7,100
severe_obesity,FALSE,ageband13,16-19,0,0,0,0,0,0,0,5,3.4000000000000004,4,7.5,9,0,0,349,349,349,349,349,NA,NA,NA,NA,NA,NA,NA,NA
severe_obesity,FALSE,ageband13,20-29,20,0,0,0,0,0,20,8,1,4,10,11,10,10,318,244.2,269,329,357.4,0,0,0,0,0,100,50,50
severe_obesity,FALSE,ageband13,30-39,130,10,10,10,10,10,90,6.5,1.1000000000000014,3,11,12.900000000000006,80,100,306,214,252,351,374.4,7.7,7.7,7.7,7.7,7.7,69.2,61.5,76.9
severe_obesity,FALSE,ageband13,40-49,300,20,20,20,20,20,190,7,1,3,10,13,180,200,296,227,254,346,372.6,6.7,6.7,6.7,6.7,6.7,63.3,60,66.7
severe_obesity,FALSE,ageband13,50-54,240,10,20,20,10,20,150,6,1,3,10,13,130,160,317.5,224,255.25,352,379.9,4.2,8.3,8.3,4.2,8.3,62.5,54.2,66.7
severe_obesity,FALSE,ageband13,55-59,240,20,10,10,20,20,170,7,1,4,10.25,13,140,170,302,229.8,256,349,381,8.3,4.2,4.2,8.3,8.3,70.8,58.3,70.8
severe_obesity,FALSE,ageband13,60-64,250,10,20,20,20,20,160,7,1,3,11,13,140,180,311,220,259,354,379,4,8,8,8,8,64,56,72
severe_obesity,FALSE,ageband13,65-69,1210,90,70,80,90,90,800,7,1,3,11,13,720,870,298,218,248,350.5,378,7.4,5.8,6.6,7.4,7.4,66.1,59.5,71.9
severe_obesity,FALSE,ageband13,70-74,950,70,80,80,50,50,620,7,1,3,11,13,550,690,300,219,248,354,382.5,7.4,8.4,8.4,5.3,5.3,65.3,57.9,72.6
severe_obesity,FALSE,ageband13,75-79,660,40,60,30,60,40,420,7,1,3,11,13,400,470,288.5,216,239.75,343,379.9,6.1,9.1,4.5,9.1,6.1,63.6,60.6,71.2
severe_obesity,FALSE,ageband13,80-84,380,30,20,20,30,30,260,8,1,4,11,13,240,280,293,228,254.5,345.5,378,7.9,5.3,5.3,7.9,7.9,68.4,63.2,73.7
severe_obesity,FALSE,ageband13,85-89,220,20,20,10,20,20,140,7,1,3,11,13,120,150,310,218,253,344.5,383,9.1,9.1,4.5,9.1,9.1,63.6,54.5,68.2
severe_obesity,FALSE,ageband13,90-104,140,10,10,10,10,10,100,7,1,3,10,13,70,90,314.5,214,254.75,353.25,378.3,7.1,7.1,7.1,7.1,7.1,71.4,50,64.3
severe_obesity,TRUE,ageband13,20-29,0,0,0,0,0,0,0,8,5.600000000000001,6.5,9.5,10.399999999999999,0,0,392,386.4,388.5,395.5,397.6,NA,NA,NA,NA,NA,NA,NA,NA
severe_obesity,TRUE,ageband13,30-39,10,0,0,0,0,0,10,8.5,2.3,4.75,9,14,10,10,295.5,231.3,241.5,353,377,0,0,0,0,0,100,100,100
severe_obesity,TRUE,ageband13,40-49,20,0,0,0,0,0,20,7,1,4,12,13,10,10,287.5,210.6,233.25,322.75,338,0,0,0,0,0,100,50,50
severe_obesity,TRUE,ageband13,50-54,20,0,0,0,0,0,10,6.5,0,2,9.75,10.900000000000002,10,10,341.5,274.6,295.75,383.75,385,0,0,0,0,0,50,50,50
severe_obesity,TRUE,ageband13,55-59,20,0,0,0,0,0,10,4,0.7000000000000002,1.25,9.5,13,10,10,323,226.2,258,365,385,0,0,0,0,0,50,50,50
severe_obesity,TRUE,ageband13,60-64,20,0,0,0,0,0,20,7,1.6000000000000005,4,11,13,10,20,286,220.6,243,306,374,0,0,0,0,0,100,50,100
severe_obesity,TRUE,ageband13,65-69,30,0,0,0,0,0,20,6,2,3,10.5,13,20,30,267,210.7,231.75,309.25,378.6,0,0,0,0,0,66.7,66.7,100
severe_obesity,TRUE,ageband13,70-74,30,10,0,0,0,0,20,5.5,0,2,11,13.3,10,20,274,214.2,256,330,350.2,33.3,0,0,0,0,66.7,33.3,66.7
severe_obesity,TRUE,ageband13,75-79,20,0,0,0,0,0,10,6.5,0.5,2.75,9,11.5,10,10,317,211.6,223.75,351.5,382.4,0,0,0,0,0,50,50,50
severe_obesity,TRUE,ageband13,80-84,10,0,0,0,0,0,0,1,0.6000000000000001,1,4.5,8.600000000000001,10,10,314,266.4,305.5,348.5,364.6,0,0,0,0,0,0,100,100
severe_obesity,TRUE,ageband13,85-89,0,0,0,0,0,0,0,10,3.4000000000000004,7,11,11,0,0,349,236.2,278.5,373,387.4,NA,NA,NA,NA,NA,NA,NA,NA
severe_obesity,TRUE,ageband13,90-104,0,0,0,0,0,0,0,7,1.4,2,12,13.2,0,0,277.5,248.7,261.75,294.75,310.5,NA,NA,NA,NA,NA,NA,NA,NA
severe_obesity,FALSE,ethnicity5,White,2630,180,190,170,180,170,1750,7,1,3,11,13,1560,1870,297,218,247,348.5,378,6.8,7.2,6.5,6.8,6.5,66.5,59.3,71.1
severe_obesity,FALSE,ethnicity5,Mixed,410,30,20,20,40,20,260,7,1,3,11,13,230,290,302,223,260.25,349.5,385,7.3,4.9,4.9,9.8,4.9,63.4,56.1,70.7
severe_obesity,FALSE,ethnicity5,Asian or Asian British,400,30,20,30,20,30,260,7,1,3,11,13,240,280,304,218.1,243,346.75,375,7.5,5,7.5,5,7.5,65,60,70
severe_obesity,FALSE,ethnicity5,Black or Black British,420,20,40,40,20,30,260,6,1,3,11,13,240,300,301,223.2,250,354,383,4.8,9.5,9.5,4.8,7.1,61.9,57.1,71.4
severe_obesity,FALSE,ethnicity5,Chinese or Other Ethnic Groups,430,30,30,30,40,30,280,7,1,3,11,13,260,320,309,225.6,262,351,384.6,7,7,7,9.3,7,65.1,60.5,74.4
severe_obesity,FALSE,ethnicity5,(Missing),450,30,30,30,30,30,310,7,1,3,11,13,260,310,299.5,221.5,253,351,374.5,6.7,6.7,6.7,6.7,6.7,68.9,57.8,68.9
severe_obesity,TRUE,ethnicity5,White,110,10,10,10,0,10,70,6,0,2,11,13.400000000000006,60,70,308,220.6,266,349,384.8,9.1,9.1,9.1,0,9.1,63.6,54.5,63.6
severe_obesity,TRUE,ethnicity5,Mixed,10,0,0,0,0,0,10,3.5,0.2999999999999998,2,8.5,11.700000000000001,10,10,278,234.6,244.5,329.75,359.9,0,0,0,0,0,100,100,100
severe_obesity,TRUE,ethnicity5,Asian or Asian British,10,0,0,0,0,0,10,9,1,7,13,13.8,10,10,226,210.2,216,346,352.4,0,0,0,0,0,100,100,100
severe_obesity,TRUE,ethnicity5,Black or Black British,20,0,0,0,0,0,20,8,3.4000000000000004,6,10,11,10,10,309.5,234,252,368.75,384.5,0,0,0,0,0,100,50,50
severe_obesity,TRUE,ethnicity5,Chinese or Other Ethnic Groups,20,0,0,0,0,0,10,4,2,2,8,11,10,20,248,211,218,313,341.2,0,0,0,0,0,50,50,100
severe_obesity,TRUE,ethnicity5,(Missing),20,0,0,0,0,0,10,7.5,1.9000000000000004,3,9.25,12.100000000000001,10,20,296.5,211,237.75,385,393,0,0,0,0,0,50,50,100
severe_obesity,FALSE,region,North East and Yorkshire,2420,180,180,170,160,160,1580,7,1,3,11,13,1440,1720,299,220,251,349,378.2,7.4,7.4,7,6.6,6.6,65.3,59.5,71.1
severe_obesity,FALSE,region,North West,960,60,60,50,70,50,670,8,1,4,11,13,580,700,296,216,246,350,378,6.2,6.2,5.2,7.3,5.2,69.8,60.4,72.9
severe_obesity,FALSE,region,Midlands,460,20,30,30,20,30,320,7,1,4,11,13,280,340,303,223.2,255,348,382.8,4.3,6.5,6.5,4.3,6.5,69.6,60.9,73.9
severe_obesity,FALSE,region,East of England,220,20,20,20,20,20,130,6,1,2,10,13,120,160,320,222.6,253,362,387.4,9.1,9.1,9.1,9.1,9.1,59.1,54.5,72.7
severe_obesity,FALSE,region,London,220,20,20,10,30,10,130,6,1,3,11,13,130,160,303,228,262,348,384,9.1,9.1,4.5,13.6,4.5,59.1,59.1,72.7
severe_obesity,FALSE,region,South East,230,10,10,20,20,20,160,7,1.1000000000000014,3.75,10.25,13,130,160,298,218.6,245,347,378.8,4.3,4.3,8.7,8.7,8.7,69.6,56.5,69.6
severe_obesity,FALSE,region,South West,210,20,10,10,10,20,140,8,1,3,11,13,130,140,293.5,215,239.75,342.75,370.4,9.5,4.8,4.8,4.8,9.5,66.7,61.9,66.7
severe_obesity,TRUE,region,North East and Yorkshire,100,10,10,10,10,10,60,6,0.8000000000000007,2,11,13,50,70,297,215.8,251,353,385,10,10,10,10,10,60,50,70
severe_obesity,TRUE,region,North West,40,0,0,0,0,0,30,6,1,2,10,13,30,30,315,210.1,252.5,337.5,383.2,0,0,0,0,0,75,75,75
severe_obesity,TRUE,region,Midlands,20,0,0,0,0,0,10,9,2.2,6,11,12.8,10,10,301,217.8,234,365,381.2,0,0,0,0,0,50,50,50
severe_obesity,TRUE,region,East of England,10,0,0,0,0,0,10,10,6.800000000000001,8.5,11,12.200000000000001,0,0,352.5,290,312.5,384.75,393.3,0,0,0,0,0,100,0,0
severe_obesity,TRUE,region,London,10,0,0,0,0,0,0,2.5,0.5,1.25,6.75,10,0,0,274,247.6,262,323,344.6,0,0,0,0,0,0,0,0
severe_obesity,TRUE,region,South East,10,0,0,0,0,0,10,5,0,1.5,10,12,10,10,252,206.4,226,346,352.8,0,0,0,0,0,100,100,100
severe_obesity,TRUE,region,South West,10,0,0,0,0,0,10,7,4.600000000000001,7,10.5,13.4,0,0,219,212.6,215,252,271.8,0,0,0,0,0,100,0,0
